"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","HUR","TOT","PC_LF","M","2012-04",8.11588,"E"
"OECD","HUR","TOT","PC_LF","M","2012-05",8.11958,"E"
"OECD","HUR","TOT","PC_LF","M","2012-06",8.090055,"E"
"OECD","HUR","TOT","PC_LF","M","2012-07",8.096163,"E"
"OECD","HUR","TOT","PC_LF","M","2012-08",8.081968,"E"
"OECD","HUR","TOT","PC_LF","M","2012-09",8.053239,"E"
"OECD","HUR","TOT","PC_LF","M","2012-10",8.088632,"E"
"OECD","HUR","TOT","PC_LF","M","2012-11",8.16196,"E"
"OECD","HUR","TOT","PC_LF","M","2012-12",8.203526,"E"
"OECD","HUR","TOT","PC_LF","M","2013-01",8.291271,"E"
"OECD","HUR","TOT","PC_LF","M","2013-02",8.205385,"E"
"OECD","HUR","TOT","PC_LF","M","2013-03",8.144483,"E"
"OECD","HUR","TOT","PC_LF","M","2013-04",8.163821,"E"
"OECD","HUR","TOT","PC_LF","M","2013-05",8.080346,"E"
"OECD","HUR","TOT","PC_LF","M","2013-06",8.036915,"E"
"OECD","HUR","TOT","PC_LF","M","2013-07",7.951467,"E"
"OECD","HUR","TOT","PC_LF","M","2013-08",7.965158,"E"
"OECD","HUR","TOT","PC_LF","M","2013-09",7.929112,"E"
"OECD","HUR","TOT","PC_LF","M","2013-10",7.862787,"E"
"OECD","HUR","TOT","PC_LF","M","2013-11",7.793912,"E"
"OECD","HUR","TOT","PC_LF","M","2013-12",7.709866,"E"
"OECD","HUR","TOT","PC_LF","M","2014-01",7.691741,"E"
"OECD","HUR","TOT","PC_LF","M","2014-02",7.705917,"E"
"OECD","HUR","TOT","PC_LF","M","2014-03",7.703269,"E"
"OECD","HUR","TOT","PC_LF","M","2014-04",7.515347,"E"
"OECD","HUR","TOT","PC_LF","M","2014-05",7.501053,"E"
"OECD","HUR","TOT","PC_LF","M","2014-06",7.419085,"E"
"OECD","HUR","TOT","PC_LF","M","2014-07",7.454751,"E"
"OECD","HUR","TOT","PC_LF","M","2014-08",7.384896,"E"
"OECD","HUR","TOT","PC_LF","M","2014-09",7.314442,"E"
"OECD","HUR","TOT","PC_LF","M","2014-10",7.284142,"E"
"OECD","HUR","TOT","PC_LF","M","2014-11",7.284348,"E"
"OECD","HUR","TOT","PC_LF","M","2014-12",7.147636,"E"
"OECD","HUR","TOT","PC_LF","M","2015-01",7.150925,"E"
"OECD","HUR","TOT","PC_LF","M","2015-02",7.09801,"E"
"OECD","HUR","TOT","PC_LF","M","2015-03",7.037603,"E"
"OECD","HUR","TOT","PC_LF","M","2015-04",7.031098,"E"
"OECD","HUR","TOT","PC_LF","M","2015-05",7.011984,"E"
"OECD","HUR","TOT","PC_LF","M","2015-06",6.897142,"E"
"OECD","HUR","TOT","PC_LF","M","2015-07",6.817695,"E"
"OECD","HUR","TOT","PC_LF","M","2015-08",6.775205,"E"
"OECD","HUR","TOT","PC_LF","M","2015-09",6.74764,"E"
"OECD","HUR","TOT","PC_LF","M","2015-10",6.730533,"E"
"OECD","HUR","TOT","PC_LF","M","2015-11",6.649204,"E"
"OECD","HUR","TOT","PC_LF","M","2015-12",6.680877,"E"
"OECD","HUR","TOT","PC_LF","M","2016-01",6.597671,"E"
"OECD","HUR","TOT","PC_LF","M","2016-02",6.595242,"E"
"OECD","HUR","TOT","PC_LF","M","2016-03",6.619862,"E"
"OECD","HUR","TOT","PC_LF","M","2016-04",6.539128,"E"
"OECD","HUR","TOT","PC_LF","M","2016-05",6.463795,"E"
"OECD","HUR","TOT","PC_LF","M","2016-06",6.470338,"E"
"OECD","HUR","TOT","PC_LF","M","2016-07",6.419278,"E"
"OECD","HUR","TOT","PC_LF","M","2016-08",6.431584,"E"
"OECD","HUR","TOT","PC_LF","M","2016-09",6.449256,"E"
"OECD","HUR","TOT","PC_LF","M","2016-10",6.3828,"E"
"OECD","HUR","TOT","PC_LF","M","2016-11",6.321371,"E"
"OECD","HUR","TOT","PC_LF","M","2016-12",6.329706,"E"
"OECD","HUR","TOT","PC_LF","M","2017-01",6.255135,"E"
"OECD","HUR","TOT","PC_LF","M","2017-02",6.214194,"E"
"OECD","HUR","TOT","PC_LF","M","2017-03",6.128414,"E"
"OECD","HUR","TOT","PC_LF","M","2017-04",6.026034,"E"
"OECD","HUR","TOT","PC_LF","M","2017-05",6.023996,"E"
"OECD","HUR","TOT","PC_LF","M","2017-06",5.896933,"E"
"OECD","HUR","TOT","PC_LF","M","2017-07",5.855005,"E"
"OECD","HUR","TOT","PC_LF","M","2017-08",5.876634,"E"
"OECD","HUR","TOT","PC_LF","M","2017-09",5.817923,"E"
"OECD","HUR","TOT","PC_LF","M","2017-10",5.761473,"E"
"OECD","HUR","TOT","PC_LF","M","2017-11",5.748281,"E"
"OECD","HUR","TOT","PC_LF","M","2017-12",5.679562,"E"
"OECD","HUR","TOT","PC_LF","M","2018-01",5.576899,"E"
"OECD","HUR","TOT","PC_LF","M","2018-02",5.585381,"E"
"OECD","HUR","TOT","PC_LF","M","2018-03",5.547769,"E"
"OECD","HUR","TOT","PC_LF","M","2018-04",5.541715,"E"
"OECD","HUR","TOT","PC_LF","M","2018-05",5.422771,"E"
"OECD","HUR","TOT","PC_LF","M","2018-06",5.475,"E"
"OECD","HUR","TOT","PC_LF","M","2018-07",5.42765,"E"
"OECD","HUR","TOT","PC_LF","M","2018-08",5.449855,"E"
"OECD","HUR","TOT","PC_LF","M","2018-09",5.425381,"E"
"OECD","HUR","TOT","PC_LF","M","2018-10",5.45762,"E"
"OECD","HUR","TOT","PC_LF","M","2018-11",5.46952,"E"
"OECD","HUR","TOT","PC_LF","M","2018-12",5.552351,"E"
"OECD","HUR","TOT","PC_LF","M","2019-01",5.582476,"E"
"OECD","HUR","TOT","PC_LF","M","2019-02",5.500184,"E"
"OECD","HUR","TOT","PC_LF","M","2019-03",5.543843,"E"
"OECD","HUR","TOT","PC_LF","M","2019-04",5.441537,"E"
"OECD","HUR","TOT","PC_LF","M","2019-05",5.400891,"E"
"OECD","HUR","TOT","PC_LF","M","2019-06",5.341074,"E"
"OECD","HUR","TOT","PC_LF","M","2019-07",5.410447,"E"
"OECD","HUR","TOT","PC_LF","M","2019-08",5.39069,"E"
"OECD","HUR","TOT","PC_LF","M","2019-09",5.358071,"E"
"OECD","HUR","TOT","PC_LF","M","2019-10",5.366653,"E"
"OECD","HUR","TOT","PC_LF","M","2019-11",5.358554,"E"
"OECD","HUR","TOT","PC_LF","M","2019-12",5.306419,"E"
"OECD","HUR","TOT","PC_LF","M","2020-01",5.34087,"E"
"OECD","HUR","TOT","PC_LF","M","2020-02",5.280874,"E"
"OECD","HUR","TOT","PC_LF","M","2020-03",5.621558,"E"
"OECD","HUR","TOT","PC_LF","M","2020-04",8.829198,"E"
"OECD","HUR","TOT","PC_LF","M","2020-05",8.673298,"E"
"OECD","HUR","TOT","PC_LF","M","2020-06",8.298705,"E"
"OECD","HUR","TOT","PC_LF","M","2020-07",8.159336,"E"
"OECD","HUR","TOT","PC_LF","M","2020-08",7.57713,"E"
"OECD","HUR","TOT","PC_LF","M","2020-09",7.372065,"E"
"OECD","HUR","TOT","PC_LF","M","2020-10",7.111769,"E"
"OECD","HUR","TOT","PC_LF","M","2020-11",6.931961,"E"
"OECD","HUR","TOT","PC_LF","M","2020-12",6.87805,"E"
"OECD","HUR","TOT","PC_LF","M","2021-01",6.837756,"E"
"OECD","HUR","TOT","PC_LF","M","2021-02",6.754556,"E"
"OECD","HUR","TOT","PC_LF","M","2021-03",6.634778,"E"
"OECD","HUR","TOT","PC_LF","M","2021-04",6.710101,"E"
"OECD","HUR","TOT","PC_LF","M","2021-05",6.492767,"E"
"OECD","HUR","TOT","PC_LF","M","2021-06",6.306622,"E"
"OECD","HUR","TOT","PC_LF","M","2021-07",6.035729,"E"
"OECD","HUR","TOT","PC_LF","M","2021-08",5.941882,"E"
"OECD","HUR","TOT","PC_LF","M","2021-09",5.719709,"E"
"OECD","HUR","TOT","PC_LF","M","2021-10",5.622011,"E"
"OECD","HUR","TOT","PC_LF","M","2021-11",5.4808,"E"
"OECD","HUR","TOT","PC_LF","M","2021-12",5.326463,"E"
"OECD","HUR","TOT","PC_LF","M","2022-01",5.31253,"E"
"OECD","HUR","TOT","PC_LF","M","2022-02",5.167729,"E"
"OECD","HUR","TOT","PC_LF","M","2022-03",5.093453,"E"
"OECD","HUR","TOT","PC_LF","M","2022-04",4.985943,"E"
"OECD","HUR","TOT","PC_LF","M","2022-05",4.977453,"E"
"OECD","HUR","TOT","PC_LF","M","2022-06",4.946626,"E"
"OECD","HUR","TOT","PC_LF","M","2022-07",4.862582,"E"
"OECD","HUR","TOT","PC_LF","M","2022-08",4.921511,"E"
"OECD","HUR","TOT","PC_LF","M","2022-09",4.918073,"E"
"OECD","HUR","TOT","PC_LF","M","2022-10",4.949306,"E"
"OECD","HUR","TOT","PC_LF","M","2022-11",4.936596,"E"
"OECD","HUR","TOT","PC_LF","M","2022-12",4.91475,"E"
"OECD","HUR","TOT","PC_LF","M","2023-01",4.854455,"E"
"OECD","HUR","TOT","PC_LF","M","2023-02",4.857062,"E"
"OECD","HUR","TOT","PC_LF","M","2023-03",4.818694,"E"
